StockCode,Month,Year,TotalSales
21643,4,2011,30.0
85169C,3,2011,16.25
22086,6,2011,866.15
22742,8,2011,126.85000000000002
84559A,7,2011,11.899999999999999
23080,8,2011,338.25
21707,1,2011,19.8
21617,7,2011,39.0
20763,12,2010,30.0
47367B,3,2011,100.80000000000001
POST,11,2011,10349.95
23313,11,2011,5012.379999999999
22187,11,2011,1115.2299999999998
23317,11,2011,358.19999999999993
23219,11,2011,179.92000000000002
81952V,11,2011,1.9000000000000001
20728,12,2011,140.25
21987,9,2011,100.75000000000001
23550,10,2011,136.5
23244,10,2011,95.55
22890,11,2011,552.31
21109,12,2011,469.94999999999993
23474,11,2011,170.97999999999996
22997,11,2011,151.62
22972,9,2011,148.49999999999997
21222,10,2011,23.630000000000003
21876,12,2011,95.64999999999998
85032B,11,2011,46.150000000000006
22908,11,2011,114.75
22848,9,2011,331.95000000000005
23193,10,2011,96.91
20795,8,2011,12.600000000000001
22645,10,2011,100.94
16219,9,2011,30.239999999999995
85088,11,2011,100.66000000000001
22411,12,2011,843.6200000000001
23086,12,2011,40.0
21892,9,2011,263.51
22767,11,2011,711.4499999999998
21124,9,2011,288.75
20775,9,2011,3.3
21755,12,2011,199.96
22581,8,2011,11.049999999999999
85034B,9,2011,63.75
21383,12,2011,8.450000000000001
20986,10,2011,234.38
85034B,12,2011,85.0
21802,8,2011,48.3
22078,9,2011,294.0
21207,11,2011,85.79999999999998
22486,8,2011,25.5
22495,11,2011,41.300000000000004
22267,12,2011,19.11
90208,9,2011,15.299999999999999
90214R,12,2011,3.7699999999999996
85230G,8,2011,34.8
22689,9,2011,1718.24
23282,9,2011,55.54999999999999
22565,12,2010,72.25
21745,3,2011,288.75
48194,3,2011,1339.0499999999997
85197,4,2011,23.1
71101E,6,2011,51.0
15039,7,2011,173.4
85099B,7,2011,5654.6
85184C,8,2011,44.25
22822,12,2010,202.3
23177,3,2011,438.75
84970L,3,2011,578.3100000000001
47593A,3,2011,8.12
22352,7,2011,226.95
22093,12,2010,28.75
22319,4,2011,31.200000000000003
22693,4,2011,2875.2000000000003
23006,7,2011,47.46
20936,12,2010,26.550000000000004
22698,2,2011,1706.0500000000006
20836,5,2011,29.879999999999995
23088,5,2011,263.75
21989,6,2011,258.09
22449,7,2011,93.80000000000001
62018,7,2011,29.249999999999996
21402,3,2011,29.159999999999997
22111,3,2011,39.6
20973,5,2011,63.7
71403,2,2011,2.95
22081,2,2011,54.45
20983,7,2011,208.24999999999997
21624,12,2010,113.05000000000001
22736,12,2010,168.3
21984,12,2010,60.60999999999999
22470,6,2011,1599.3500000000004
22230,5,2011,13.599999999999998
21498,6,2011,409.5
22496,6,2011,8.850000000000001
23076,6,2011,699.84
84536B,8,2011,31.92
22886,7,2011,1.95
35971,1,2011,97.5
22755,5,2011,120.68999999999997
22778,3,2011,97.16
21136,12,2010,375.18
22545,7,2011,2.1
22699,8,2011,1508.8000000000006
22474,3,2011,59.400000000000006
22562,6,2011,67.5
35911A,4,2011,23.799999999999997
22814,12,2010,25.200000000000003
22815,2,2011,76.32
22548,6,2011,209.89999999999998
21060,3,2011,37.4
22931,3,2011,135.14999999999998
22616,8,2011,663.5899999999999
85053,7,2011,173.16000000000003
85032B,5,2011,54.60000000000001
22427,8,2011,1332.2500000000005
84880,2,2011,15.0
22621,1,2011,173.1
84849D,5,2011,70.97999999999999
22725,8,2011,405.0
21917,12,2010,24.78
85163B,2,2011,103.94999999999999
21935,4,2011,130.35
23275,6,2011,208.75
23107,7,2011,78.03
47566B,12,2010,227.85000000000002
23018,7,2011,50.0
21056,2,2011,80.55000000000001
22186,4,2011,2.95
72349B,8,2011,146.22000000000003
21547,1,2011,120.95000000000002
16161U,8,2011,147.0
22305,12,2010,61.199999999999996
21003,1,2011,12.7
47341B,6,2011,1.25
21192,3,2011,13.200000000000001
72225C,5,2011,6.959999999999999
16248B,3,2011,2.5
78033,6,2011,62.9
85024C,12,2010,3.3
21042,7,2011,65.45
84637,1,2011,41.650000000000006
84929,3,2011,62.7
23356,9,2011,3241.1499999999996
22465,11,2011,483.99
21620,11,2011,411.25
23171,9,2011,1130.24
22983,10,2011,183.10000000000002
23352,11,2011,552.5
22189,11,2011,1376.77
21558,11,2011,449.84999999999997
23154,9,2011,842.53
22381,10,2011,1273.5599999999997
22411,10,2011,1197.8200000000002
85014A,10,2011,904.7200000000004
23405,10,2011,471.1500000000001
21983,11,2011,71.82
23080,12,2011,2005.8899999999999
22651,10,2011,222.54
21755,10,2011,683.8
84988,10,2011,433.78999999999996
85017B,8,2011,17.64
23121,11,2011,105.84
47469,8,2011,7.800000000000001
20829,10,2011,201.13
21328,11,2011,318.44
47367B,10,2011,22.5
22667,11,2011,919.5999999999999
22113,12,2011,503.67
71459,10,2011,363.49
23557,10,2011,3560.0
22585,11,2011,891.25
22327,10,2011,346.6
21789,11,2011,36.480000000000004
22312,11,2011,329.96000000000004
84660C,9,2011,33.970000000000006
21062,11,2011,36.55
22434,10,2011,163.79999999999998
21707,9,2011,34.65
23081,11,2011,755.38
35651,11,2011,54.449999999999996
84820,12,2011,51.4
22223,12,2011,14.850000000000001
21131,12,2011,37.5
23088,10,2011,89.96000000000001
21564,10,2011,20.650000000000002
22522,8,2011,15.299999999999999
21666,12,2011,15.600000000000001
22585,9,2011,538.89
84536B,9,2011,17.64
21129,8,2011,13.9
82600,10,2011,8.4
82011C,11,2011,37.0
72799E,9,2011,61.95000000000001
22101,11,2011,54.60000000000001
84828,10,2011,34.96
35818B,9,2011,2.2800000000000002
20659,10,2011,7.38
21145,11,2011,12.5
22515,10,2011,10.5
21294,2,2011,12.5
21031,11,2011,12.5
85099F,5,2011,1877.6599999999994
23146,6,2011,299.39
22156,1,2011,179.34999999999997
22720,7,2011,2336.8
22558,3,2011,1162.85
22435,6,2011,216.47
22684,6,2011,42.5
20977,12,2010,92.5
22558,1,2011,1001.3
37370,1,2011,510.35
20724,2,2011,773.6999999999999
21169,2,2011,248.74
M,3,2011,4912.91
22147,4,2011,366.1
85066,4,2011,1220.7
22710,5,2011,94.5
21259,6,2011,315.15000000000003
15044A,8,2011,56.05000000000001
21789,12,2010,65.45
22480,2,2011,131.76
21115,3,2011,108.0
23065,7,2011,785.2
23175,7,2011,1919.75
21059,1,2011,45.89999999999999
21356,4,2011,1.25
23032,7,2011,577.5
21086,8,2011,237.25
22366,12,2010,246.29999999999998
21557,2,2011,23.6
22357,3,2011,215.0
84508C,4,2011,5.1
21498,1,2011,367.5
21169,1,2011,222.00999999999996
22568,2,2011,784.4100000000001
22730,3,2011,367.5
22718,3,2011,76.32
22613,4,2011,38.25
23090,6,2011,154.23
22483,12,2010,120.95000000000002
22136,4,2011,39.599999999999994
23070,5,2011,157.70000000000002
23088,6,2011,130.0
21787,1,2011,222.79999999999998
21155,8,2011,367.20000000000005
47590A,4,2011,695.75
84625C,5,2011,40.8
21561,6,2011,311.1
21547,12,2010,41.3
22479,5,2011,80.0
22713,1,2011,55.44
22991,6,2011,313.95000000000005
16012,1,2011,20.16
22286,4,2011,127.04999999999997
22465,5,2011,148.49999999999997
21154,8,2011,165.0
22279,5,2011,26.25
16238,12,2010,11.969999999999999
15039,4,2011,44.2
22981,4,2011,73.94999999999999
35810B,5,2011,19.919999999999998
85170B,3,2011,4.2
21426,7,2011,25.200000000000003
21642,5,2011,40.8
22486,12,2010,96.60000000000001
22123,6,2011,35.099999999999994
23039,7,2011,125.1
85006,4,2011,42.5
40016,1,2011,671.76
22856,2,2011,82.5
23197,8,2011,165.3
22495,2,2011,67.85000000000001
22882,4,2011,1.95
20832,1,2011,50.15
22975,7,2011,36.25
22955,5,2011,21.0
21215,6,2011,29.150000000000002
21313,7,2011,132.84
22473,3,2011,14.850000000000001
22679,8,2011,138.75
21689,6,2011,75.0
22702,4,2011,39.900000000000006
22389,3,2011,35.699999999999996
21062,5,2011,11.899999999999999
22828,5,2011,165.0
21494,4,2011,21.25
84251B,8,2011,9.120000000000001
21684,8,2011,93.5
22589,7,2011,2.55
20869,6,2011,0.39
23322,10,2011,1515.4800000000002
22834,10,2011,371.63000000000005
22158,10,2011,1908.8900000000003
21914,10,2011,1112.67
84997C,11,2011,2305.0
22398,9,2011,158.73
22749,9,2011,751.47
22682,12,2011,39.4
23290,12,2011,191.20000000000002
23328,9,2011,1645.5
21163,10,2011,96.33000000000001
21819,11,2011,574.75
21673,10,2011,512.95
22953,11,2011,51.17
22998,12,2011,118.84
22650,11,2011,201.55
22144,12,2011,478.6700000000001
23553,10,2011,3885.3
23428,11,2011,315.0
22076,12,2011,151.72
22798,12,2011,505.79
85231B,10,2011,77.85
22114,8,2011,300.1
21088,9,2011,25.67
84926A,9,2011,35.959999999999994
44242B,9,2011,25.28
22904,9,2011,277.30000000000007
23107,9,2011,196.52
23421,9,2011,124.8
22494,11,2011,87.18
21562,9,2011,89.80000000000001
48184,9,2011,3062.2
35914,10,2011,6.8
20697,9,2011,12.75
84580,9,2011,67.5
22072,9,2011,56.25
22452,12,2011,5.9
85172,9,2011,6.72
85025B,12,2011,3.3
21262,9,2011,100.30000000000001
22964,11,2011,552.1599999999999
23018,9,2011,166.9
22844,4,2011,374.0
21907,4,2011,429.59999999999997
37447,5,2011,43.21
21340,5,2011,815.65
23221,6,2011,10.79
22698,7,2011,1689.7500000000005
21668,7,2011,341.98
22812,12,2010,323.69999999999993
21210,12,2010,790.25
22294,4,2011,700.44
22799,8,2011,93.5
15056BL,8,2011,1153.25
22560,12,2010,704.26
22625,2,2011,948.6
47504K,4,2011,48.75
22840,5,2011,262.35
22515,7,2011,27.300000000000004
20697,1,2011,2.55
22916,1,2011,72.15
21084,7,2011,27.740000000000002
22191,8,2011,3750.2000000000003
21730,12,2010,931.5999999999999
21723,12,2010,33.99999999999999
85227,6,2011,115.89999999999999
22023,1,2011,20.16
71477,6,2011,3175.0
21155,12,2010,329.69999999999993
21194,4,2011,8.4
22119,12,2010,222.40000000000003
82580,12,2010,113.30000000000001
22128,2,2011,60.0
23134,4,2011,89.4
37489D,5,2011,2.34
22894,3,2011,288.54999999999995
84378,5,2011,298.75
20956,2,2011,10.0
21383,4,2011,80.6
22128,6,2011,195.0
47590B,12,2010,174.40000000000003
21679,2,2011,31.449999999999996
85213,5,2011,10.2
22432,5,2011,527.6999999999998
BANK CHARGES,12,2010,15.0
85170D,12,2010,73.5
22366,1,2011,234.45000000000005
22051,3,2011,42.0
22899,7,2011,218.5
23225,8,2011,29.879999999999995
79066K,8,2011,45.9
22211,1,2011,96.0
84341B,8,2011,27.36
21801,12,2010,68.46
22107,12,2010,217.5
21901,3,2011,98.15
21278,7,2011,17.849999999999998
22188,7,2011,1033.4700000000003
22315,1,2011,88.75
22217,5,2011,52.5
20765,3,2011,30.0
79066K,5,2011,52.7
22419,5,2011,75.9
22563,4,2011,455.94000000000005
22081,4,2011,97.35
21061,7,2011,20.4
22346,1,2011,21.419999999999998
21906,2,2011,87.75
21726,8,2011,0.85
22565,1,2011,55.25
22265,12,2010,26.650000000000002
21116,12,2010,89.10000000000002
84249A,12,2010,5.04
22951,1,2011,326.85
21810,12,2010,116.25
20716,5,2011,11.25
85054,12,2010,50.9
22282,4,2011,127.5
85071D,12,2010,20.4
22112,5,2011,352.5
79026B,5,2011,2.3400000000000003
21356,3,2011,38.75
21623,8,2011,109.45
15044B,1,2011,70.80000000000001
84535A,3,2011,13.65
20831,7,2011,4.2
85213,2,2011,10.2
21117,4,2011,15.0
22214,2,2011,2.55
85160B,4,2011,6.24
21693,2,2011,32.45
21465,2,2011,67.5
22135,3,2011,1.26
15044D,8,2011,56.05000000000001
22046,1,2011,73.5
22263,3,2011,48.449999999999996
22269,6,2011,27.69
21194,7,2011,24.05
22774,8,2011,65.0
16011,5,2011,13.440000000000001
22452,8,2011,115.05000000000001
35646,10,2011,38.75
22077,11,2011,2013.3699999999994
85039A,11,2011,49.22
35953,12,2011,88.13999999999999
48187,9,2011,4162.0
22306,9,2011,265.8
22531,11,2011,178.08000000000004
23184,9,2011,356.70000000000005
21498,10,2011,367.5
20674,11,2011,119.96000000000001
22402,11,2011,99.69000000000001
84012,11,2011,328.09999999999997
21730,11,2011,390.78000000000003
22221,8,2011,79.6
22420,12,2011,13.8
23312,11,2011,1610.6999999999998
20652,11,2011,56.13
21238,11,2011,217.15999999999997
84795B,8,2011,103.35000000000001
23539,11,2011,203.45
22685,11,2011,66.25
22767,9,2011,1577.980000000001
22815,10,2011,40.32
22065,8,2011,46.4
22102,9,2011,9.899999999999999
84706F,11,2011,11.8
22352,11,2011,380.99999999999994
21061,9,2011,57.8
84660A,8,2011,238.58000000000004
23367,12,2011,172.25
23326,8,2011,725.4300000000001
47599B,10,2011,172.2
23315,9,2011,327.70000000000005
22688,10,2011,24.75
84827,12,2011,6.39
23661,10,2011,155.09999999999997
21946,12,2011,1.9500000000000002
21068,12,2011,10.0
22310,9,2011,75.89
21738,10,2011,11.8
22935,10,2011,15.25
21812,6,2011,29.700000000000003
23247,6,2011,14.45
21617,11,2011,193.75
72800D,10,2011,7.6499999999999995
22703,10,2011,14.45
21932,7,2011,572.55
23124,6,2011,155.0
22227,1,2011,173.55
22539,2,2011,62.16
22919,6,2011,119.6
21879,7,2011,9.100000000000001
22666,8,2011,1181.1000000000004
22820,12,2010,140.4
22408,2,2011,2.5
85089,1,2011,8.850000000000001
21916,5,2011,227.58000000000004
16052,6,2011,75.05
21912,7,2011,794.67
22960,4,2011,2021.5
22625,6,2011,1569.2
22274,3,2011,421.79999999999995
22230,3,2011,34.849999999999994
82486,6,2011,1235.0499999999997
23066,6,2011,239.25
22615,7,2011,60.31999999999999
22283,7,2011,119.25
22150,2,2011,397.19999999999993
84509B,3,2011,63.75
15044D,5,2011,194.70000000000002
23028,6,2011,532.1999999999999
22431,7,2011,479.3999999999999
21876,12,2010,360.79
21564,2,2011,321.15000000000003
22494,7,2011,121.76
22196,1,2011,207.4
22255,2,2011,53.55
23127,3,2011,514.8000000000001
22745,6,2011,157.5
21986,3,2011,56.55
22753,7,2011,48.449999999999996
22402,3,2011,62.5
22649,8,2011,222.75
22627,8,2011,703.8
22444,12,2010,463.01
22446,4,2011,63.650000000000006
90173,12,2010,45.0
85040A,12,2010,8.25
22354,5,2011,312.15
35968,7,2011,4.9399999999999995
21366,3,2011,25.5
23252,7,2011,408.75
23188,8,2011,516.45
84796B,3,2011,38.25
22534,2,2011,27.3
22167,3,2011,49.75
21403,6,2011,17.040000000000003
22493,1,2011,185.09999999999997
82001S,8,2011,370.44
21123,2,2011,35.0
22408,7,2011,1.25
21143,6,2011,23.4
22091,12,2010,23.75
84688,1,2011,51.0
22112,4,2011,191.1
22746,4,2011,84.0
16156L,3,2011,21.0
84595E,7,2011,79.19999999999999
22249,12,2010,13.6
72128,5,2011,15.299999999999999
21900,2,2011,93.60000000000001
20803,1,2011,125.99999999999999
22767,8,2011,417.9
21841,3,2011,4.25
22046,3,2011,120.5
22544,4,2011,233.28000000000003
84569A,2,2011,32.5
11001,12,2010,109.85
35967,12,2010,10.64
22815,6,2011,30.24
22978,10,2011,421.47
21313,10,2011,202.53000000000003
23393,10,2011,821.25
21933,11,2011,204.42
23475,11,2011,180.93999999999997
23266,12,2011,170.89
22150,9,2011,500.78
22736,11,2011,534.48
17003,11,2011,413.28
23066,9,2011,409.8
22100,11,2011,74.49000000000001
21262,11,2011,244.85000000000002
21755,9,2011,985.45
22163,9,2011,83.43
35970,10,2011,2131.419999999999
82001S,10,2011,409.0
22985,8,2011,52.5
22634,10,2011,454.4
23232,10,2011,531.0
22483,11,2011,283.20000000000005
23085,11,2011,1105.7000000000003
84870B,8,2011,18.75
23346,9,2011,728.25
20686,9,2011,100.75
22710,11,2011,115.5
84792,9,2011,204.60000000000002
22215,9,2011,362.1
22051,8,2011,21.0
23242,9,2011,758.5600000000001
21786,12,2011,24.339999999999996
21618,10,2011,115.0
23012,12,2011,222.95000000000005
23244,12,2011,86.03
22447,10,2011,6.7
47563A,11,2011,30.0
22107,9,2011,41.78
22221,12,2011,116.15000000000002
22071,8,2011,26.25
90018C,9,2011,17.0
82567,12,2011,81.4
20704,10,2011,83.4
22566,8,2011,31.45
23038,12,2011,4.89
75011,2,2011,20.4
21756,12,2011,135.60000000000002
21812,12,2011,9.9
85170D,3,2011,31.500000000000007
22295,4,2011,397.65
20751,4,2011,178.5
22530,12,2010,196.8
22897,8,2011,82.64999999999999
20719,3,2011,847.0
22861,4,2011,56.09999999999999
23166,6,2011,458.51
22822,3,2011,291.55000000000007
21507,3,2011,121.67999999999999
85099F,3,2011,4910.169999999999
22895,8,2011,463.5
22549,5,2011,440.99999999999994
22352,6,2011,613.0500000000001
22911,7,2011,67.85000000000001
48194,1,2011,1041.0
82484,3,2011,2958.2
21770,8,2011,485.1
22443,12,2010,127.20000000000002
20718,3,2011,417.0
90180A,2,2011,9.95
22726,12,2010,1560.0
22728,5,2011,607.5
22674,5,2011,140.0
20750,12,2010,1299.8999999999999
16207B,1,2011,8.850000000000001
22477,7,2011,17.5
17021,6,2011,28.799999999999997
21562,6,2011,118.55000000000001
21243,7,2011,130.13
21136,3,2011,627.0
22222,3,2011,94.05000000000001
22137,5,2011,38.35
16161U,7,2011,136.5
22558,8,2011,640.8
20967,2,2011,48.75
22714,1,2011,149.04000000000002
21836,1,2011,7.5
22977,12,2010,136.25
21982,6,2011,62.059999999999995
21864,7,2011,73.5
22321,12,2010,51.849999999999994
23007,7,2011,339.0
22664,6,2011,79.80000000000001
20932,7,2011,2.95
85152,8,2011,418.12
22026,4,2011,60.480000000000004
21586,7,2011,43.349999999999994
22706,1,2011,42.0
46776A,4,2011,29.700000000000003
22104,5,2011,60.620000000000005
23161,6,2011,259.98
62096A,1,2011,30.0
22691,7,2011,127.19999999999999
21544,12,2010,48.45
23190,8,2011,251.99999999999997
22897,12,2010,84.10000000000001
22524,3,2011,131.25
22439,7,2011,67.6
22984,6,2011,91.44
21849,12,2010,94.05000000000001
21845,2,2011,17.700000000000003
90062,3,2011,51.0
22367,8,2011,633.15
22786,12,2010,83.30000000000001
22671,4,2011,243.14999999999998
84212,5,2011,392.70000000000005
21742,1,2011,29.75
22971,8,2011,322.05
17012D,6,2011,2.55
85055,1,2011,89.0
22540,3,2011,119.99999999999999
35921,4,2011,30.0
21750,5,2011,25.200000000000003
85144,1,2011,94.25
48116,8,2011,256.95000000000005
22282,1,2011,140.25
21373,6,2011,72.0
85198,5,2011,10.2
85178,2,2011,91.25
85159B,6,2011,144.3
84907,1,2011,15.3
21864,1,2011,54.6
21224,8,2011,28.75
90002D,5,2011,3.75
21292,1,2011,259.36
84661A,6,2011,30.599999999999998
20684,12,2010,6.5
85135C,1,2011,31.8
22509,5,2011,213.29999999999995
85169A,8,2011,25.0
22969,9,2011,3187.4500000000007
21591,9,2011,143.75
21061,11,2011,39.95
22664,12,2011,94.80000000000001
21408,9,2011,71.83
20956,11,2011,268.75
23372,11,2011,676.36
23080,11,2011,2116.63
23582,12,2011,3812.8800000000015
22279,12,2011,17.5
21232,12,2011,533.44
22174,10,2011,249.10999999999999
84792,12,2011,97.48000000000002
22611,10,2011,228.74999999999997
21812,11,2011,355.20000000000005
22744,10,2011,118.00000000000001
22389,11,2011,33.15
79000,8,2011,481.8
23112,9,2011,437.1
23007,10,2011,838.3499999999999
22175,10,2011,423.30000000000007
23398,10,2011,114.18
85014B,9,2011,1070.65
21630,12,2011,8.95
22628,10,2011,108.90000000000002
35819P,10,2011,17.48
21705,12,2011,325.56000000000006
35649,10,2011,5.8100000000000005
85106,11,2011,15.299999999999999
22615,12,2011,9.36
21882,10,2011,11.700000000000003
35923,11,2011,50.699999999999996
84360,11,2011,23.8
20618,12,2011,2.1
22708,12,2011,42.0
84031A,11,2011,94.01
85019A,12,2011,32.5
22394,11,2011,20.4
20622,11,2011,35.7
90118,9,2011,15.299999999999999
90151,11,2011,17.0
21349,11,2011,6.75
21054,11,2011,26.849999999999998
72799F,9,2011,70.80000000000001
21658,12,2010,370.47999999999996
47013A,4,2011,0.72
22082,9,2011,492.45000000000005
22300,10,2011,226.95
M,12,2011,438.09999999999997
85094,12,2011,0.38
22158,12,2010,1267.4499999999998
84692,3,2011,141.54000000000002
21917,3,2011,117.6
23309,7,2011,697.0999999999999
22469,7,2011,1705.4399999999996
23013,7,2011,442.10000000000014
21354,12,2010,95.30000000000001
82482,12,2010,1198.6500000000003
22623,3,2011,183.15000000000003
23077,5,2011,775.0
22287,6,2011,56.55
84663A,7,2011,141.41
84997B,4,2011,1303.35
21508,5,2011,96.47999999999999
23308,6,2011,582.5999999999997
85049E,12,2010,405.0
23346,7,2011,82.5
22706,4,2011,63.0
21714,4,2011,283.75
23051,5,2011,462.0
22909,7,2011,380.76
22584,5,2011,232.05
21136,6,2011,447.85
21041,4,2011,165.20000000000005
22437,6,2011,215.0
15058B,6,2011,297.9
84931B,3,2011,20.4
17091J,7,2011,85.88
21411,5,2011,76.5
23169,7,2011,450.4000000000001
23091,8,2011,268.75
22509,1,2011,270.15000000000003
46776B,4,2011,9.9
22625,3,2011,843.2
21819,7,2011,51.85
22705,6,2011,115.5
22832,6,2011,53.75
72132,7,2011,1.95
21636,6,2011,144.75
22991,8,2011,1603.0499999999997
22796,3,2011,487.54999999999995
22035,6,2011,75.6
22610,3,2011,30.599999999999998
85027L,4,2011,79.94999999999999
85132B,4,2011,235.95000000000002
85214,1,2011,6.6
22449,1,2011,302.45000000000005
21386,2,2011,42.5
22672,8,2011,227.7
23015,7,2011,24.75
21832,7,2011,59.39999999999999
85132C,1,2011,49.75
62018,2,2011,11.7
22044,7,2011,20.16
21116,1,2011,103.95000000000002
22079,4,2011,133.65
85114A,6,2011,9.899999999999999
22402,6,2011,17.5
22852,5,2011,123.25
20932,6,2011,38.35000000000001
85231G,12,2010,30.6
85061W,6,2011,13.6
22165,1,2011,51.0
21442,7,2011,20.4
21588,3,2011,101.99999999999999
85169A,3,2011,42.5
84600,5,2011,7.95
21833,2,2011,135.2
22364,5,2011,151.60000000000002
47469,5,2011,3.25
22876,2,2011,15.6
84509B,12,2010,26.25
85020,3,2011,14.700000000000001
21408,6,2011,21.25
21065,5,2011,131.9
22696,5,2011,23.4
22456,8,2011,524.25
22295,8,2011,219.44999999999996
17011F,1,2011,12.600000000000001
21064,6,2011,11.9
11001,3,2011,82.81
84922,5,2011,4.25
90042A,4,2011,5.1
20856,8,2011,16.5
22689,8,2011,446.04999999999995
22945,9,2011,453.6099999999999
22699,10,2011,2262.9600000000014
23415,11,2011,171.59999999999997
20674,10,2011,171.32
21676,10,2011,14.669999999999998
23532,10,2011,719.0700000000002
23368,11,2011,492.0500000000001
16237,9,2011,61.65
22659,11,2011,1545.9799999999996
84030E,11,2011,1576.04
48194,9,2011,3432.48
22667,10,2011,659.2499999999998
22479,12,2011,3.75
21369,8,2011,15.0
47593B,10,2011,35.39999999999999
22999,9,2011,125.16000000000001
22583,9,2011,68.85
21985,11,2011,194.05
22807,10,2011,100.19000000000001
21260,10,2011,243.5
84795B,11,2011,15.9
21094,9,2011,521.9299999999998
22898,12,2011,93.83
85024C,10,2011,3.3
47580,8,2011,7.6499999999999995
85032A,9,2011,122.85
21621,12,2011,280.13
23164,9,2011,458.95000000000005
22092,11,2011,60.06
23186,10,2011,54.51999999999998
79321,12,2011,2116.42
35916C,8,2011,5.1
35599B,11,2011,156.0
22718,8,2011,55.44
84519B,9,2011,25.0
23104,12,2011,87.5
47504K,11,2011,18.96
23469,12,2011,33.2
21508,12,2011,25.200000000000003
21932,10,2011,135.24
23235,8,2011,248.54
22789,12,2011,35.33
22859,9,2011,9.899999999999999
22243,8,2011,9.9
85173,10,2011,101.37999999999998
17038,11,2011,20.1
37450,12,2011,8.850000000000001
22151,12,2011,130.61999999999998
35818B,8,2011,9.120000000000001
85026B,10,2011,25.5
22801,2,2011,135.0
22720,12,2011,656.5500000000001
20830,12,2010,25.200000000000003
21555,1,2011,10.2
22197,1,2011,1299.4500000000003
22720,1,2011,4899.299999999997
82552,1,2011,105.85
20725,5,2011,3439.05
21791,6,2011,390.07
82600,6,2011,621.3
20961,12,2010,322.5
22834,1,2011,595.8
22558,4,2011,876.96
84596G,6,2011,70.56
22808,2,2011,206.50000000000003
22400,5,2011,48.75
22848,12,2010,524.3
20914,8,2011,1529.4500000000003
22508,2,2011,153.75
21871,4,2011,383.45
22683,4,2011,51.25
21080,1,2011,723.2199999999998
21933,5,2011,1336.9500000000003
23014,7,2011,386.80000000000007
22055,6,2011,118.8
22996,4,2011,329.69999999999993
46000M,6,2011,190.65
22041,8,2011,368.70000000000005
22606,1,2011,216.8
21544,4,2011,52.699999999999996
21523,2,2011,807.3
23128,7,2011,123.75000000000001
21592,3,2011,170.14000000000001
22712,4,2011,95.75999999999999
22179,12,2010,473.55
21154,4,2011,295.75
22332,6,2011,229.94999999999996
22716,12,2010,65.52000000000001
84459B,12,2010,242.98
22067,2,2011,29.7
22922,3,2011,132.6
22024,5,2011,61.2
15058C,4,2011,63.6
22795,7,2011,596.1
22826,5,2011,585.0
22613,3,2011,195.19
22974,4,2011,160.04999999999998
22760,1,2011,450.74999999999994
23229,6,2011,1220.88
22176,7,2011,44.25
22076,4,2011,115.5
20967,5,2011,90.0
21642,8,2011,48.72
21407,3,2011,128.0
21195,4,2011,4.2
35815P,2,2011,2.1
21280,4,2011,22.949999999999996
35004B,12,2010,122.50000000000001
20848,12,2010,11.8
84358,5,2011,19.9
72802A,2,2011,38.25
84800L,2,2011,72.36
22099,1,2011,98.16
21811,1,2011,23.75
