StockCode,Description,Month,Year,TotalSales
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,8,2011,8.5
17038,PORCELAIN BUDAH INCENSE HOLDER,6,2011,20.1
85086A,CANDY SPOT HEART DECORATION,5,2011,5.1
20658,RED RETROSPOT LUGGAGE TAG,4,2011,73.75
22302,COFFEE MUG PEARS  DESIGN,8,2011,305.09999999999997
85025C,PINK HEART SHAPE PHOTO FRAME,4,2011,3.3
84519A,TOMATO CHARLIE+LOLA COASTER SET,9,2011,31.25
82483,WOOD 2 DRAWER CABINET WHITE FINISH,9,2011,1345.44
22962,JAM JAR WITH PINK LID,10,2011,233.11
22672,FRENCH BATHROOM SIGN BLUE METAL,10,2011,153.45
23203,JUMBO BAG VINTAGE DOILY,10,2011,4309.559999999999
22131,FOOD CONTAINER SET 3 LOVE HEART,10,2011,449.12
21907,I'M ON HOLIDAY METAL SIGN,11,2011,195.23000000000002
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,9,2011,347.02000000000004
22586,FELTCRAFT HAIRBAND PINK AND BLUE,8,2011,39.099999999999994
22615,PACK OF 12 CIRCUS PARADE TISSUES,10,2011,94.25999999999999
23342,MINT DINER WALL CLOCK,10,2011,576.3
22045,SPACEBOY GIFT WRAP,10,2011,406.5
23106,ZINC HEARTS PLANT POT HOLDER,8,2011,115.60000000000001
85114C,RED ENCHANTED FOREST PLACEMAT,11,2011,168.3
22664,TOY TIDY DOLLY GIRL DESIGN,11,2011,113.12
23234,BISCUIT TIN VINTAGE CHRISTMAS,9,2011,1179.7599999999998
22377,BOTTLE BAG RETROSPOT,10,2011,102.83000000000001
22595,GINGHAM HEART DECORATION,10,2011,1997.1000000000001
15060B,FAIRY CAKE DESIGN UMBRELLA,10,2011,87.03999999999999
21744,SNOWFLAKE PORTABLE TABLE LIGHT,9,2011,112.10000000000002
20756,GREEN FERN POCKET BOOK,10,2011,13.599999999999998
71496A,A4 WALL TIDY BLUE OFFICE,10,2011,2.6500000000000004
23244,ROUND STORAGE TIN VINTAGE LEAF,8,2011,264.45
23172,REGENCY TEA PLATE PINK,11,2011,315.45
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,9,2011,963.3299999999999
84576,BLUE CAT BISCUIT BARREL PINK HEART,7,2011,19.5
15044B,BLUE PAPER PARASOL,7,2011,73.75
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,4,2011,18.900000000000002
21933,PINK VINTAGE PAISLEY PICNIC BAG,9,2011,119.49
22309,TEA COSY RED  STRIPE,9,2011,271.2
22664,TOY TIDY DOLLY GIRL DESIGN,10,2011,73.36
22485,SET OF 2 WOODEN MARKET CRATES,11,2011,568.8
23067,HANGING ENGRAVED METAL HEART,10,2011,236.55
90161C,ANT COPPER LIME BOUDICCA BRACELET,9,2011,44.550000000000004
22153,ANGEL DECORATION STARS ON DRESS,11,2011,315.78
21094,SET/6 RED SPOTTY PAPER PLATES,11,2011,256.44
47590B,PINK HAPPY BIRTHDAY BUNTING,12,2011,81.75
22320,BIRDS MOBILE VINTAGE DESIGN,12,2011,17.85
23398,HANGING HEART BONHEUR,12,2011,60.349999999999994
22118,JOY WOODEN BLOCK LETTERS,12,2011,110.0
21407,BROWN CHECK CAT DOORSTOP,11,2011,15.75
84813,SET OF 4 DIAMOND NAPKIN RINGS,12,2011,85.55000000000001
23081,GREEN METAL BOX ARMY SUPPLIES,9,2011,727.5
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2010,397.5
22866,HAND WARMER SCOTTY DOG DESIGN,12,2010,1711.8000000000002
84378,SET OF 3 HEART COOKIE CUTTERS,1,2011,1296.46
22755,SMALL PURPLE BABUSHKA NOTEBOOK,12,2010,74.8
22666,RECIPE BOX PANTRY YELLOW DESIGN,12,2010,1000.7
22699,ROSES REGENCY TEACUP AND SAUCER,12,2010,1087.7
21688,SILVER PLATE CANDLE BOWL SMALL,2,2011,53.10000000000001
85099B,JUMBO BAG RED RETROSPOT,3,2011,8496.88
21313,GLASS HEART T-LIGHT HOLDER,3,2011,239.08999999999997
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,12,2010,414.20000000000005
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,1,2011,51.0
22081,RIBBON REEL FLORA + FAUNA,2,2011,54.45
22513,DOORSTOP FOOTBALL DESIGN,3,2011,41.25
84991,60 TEATIME FAIRY CAKE CASES,12,2010,732.05
20716,PARTY FOOD SHOPPER BAG,12,2010,30.0
21733,RED HANGING HEART T-LIGHT HOLDER,3,2011,765.95
22637,PIGGY BANK RETROSPOT,3,2011,325.20000000000005
21703,BAG 125G SWIRLY MARBLES,2,2011,138.18
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,12,2010,6.8
16156S,WRAP PINK FAIRY CAKES,3,2011,286.5
22362,GLASS JAR PEACOCK BATH SALTS,4,2011,85.55000000000001
20652,BLUE POLKADOT LUGGAGE TAG,1,2011,3.75
22535,MAGIC DRAWING SLATE BUNNIES,3,2011,57.96
22306,SILVER MUG BONE CHINA TREE OF LIFE,3,2011,11.7
22167,OVAL WALL MIRROR DIAMANTE,1,2011,119.39999999999999
85116,BLACK CANDELABRA T-LIGHT HOLDER,3,2011,25.200000000000003
22845,VINTAGE CREAM CAT FOOD CONTAINER,4,2011,177.8
21872,GLAMOROUS  MUG,2,2011,48.75
16238,PARTY TIME PENCIL ERASERS,12,2010,11.969999999999999
22285,HANGING HEN ON NEST DECORATION,2,2011,206.24999999999994
85169C,EAU DE NIL LOVE BIRD CANDLE,2,2011,13.75
21925,UNION STRIPE CUSHION COVER,3,2011,57.5
21911,GARDEN METAL SIGN,1,2011,37.949999999999996
22025,RING OF ROSES BIRTHDAY CARD,2,2011,56.16
85088,CANDY SPOT HAND BAG,3,2011,14.700000000000001
90022,EDWARDIAN DROP EARRINGS JET BLACK,12,2010,3.75
21867,PINK UNION JACK  LUGGAGE TAG,3,2011,38.75
22624,IVORY KITCHEN SCALES,6,2011,1926.1
22652,TRAVEL SEWING KIT,7,2011,721.05
20618,QUEEN OF THE SKIES PASSPORT COVER,5,2011,10.5
22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2011,2336.8000000000006
23232,WRAP VINTAGE PETALS  DESIGN,6,2011,178.5
21313,GLASS HEART T-LIGHT HOLDER,4,2011,168.57
21080,SET/20 RED RETROSPOT PAPER NAPKINS,6,2011,966.3699999999998
84692,BOX OF 24 COCKTAIL PARASOLS,8,2011,144.48000000000002
84795B,SUNSET CHECK HAMMOCK,6,2011,194.70000000000002
23300,GARDENERS KNEELING PAD CUP OF TEA,6,2011,1193.7
22115,METAL SIGN EMPIRE TEA,8,2011,154.84
22710,WRAP I LOVE LONDON,8,2011,94.5
22386,JUMBO BAG PINK POLKADOT,6,2011,3819.079999999999
21466,RED FLOWER CROCHET FOOD COVER,4,2011,154.95
22560,TRADITIONAL MODELLING CLAY,4,2011,436.02
20665,RED RETROSPOT PURSE,8,2011,85.55000000000001
