StockCode,Description,Month,Year,TotalSales
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,9,2011,585.0
22795,SWEETHEART RECIPE BOOK STAND,9,2011,1213.85
22077,6 RIBBONS RUSTIC CHARM,11,2011,2013.3699999999994
23419,HOME SWEET HOME BOTTLE,9,2011,356.32
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,10,2011,122.09999999999998
23304,SET 4 PICNIC CUTLERY CHERRY,11,2011,76.05
22321,BIRD DECORATION RED RETROSPOT,9,2011,61.199999999999996
22931,BAKING MOULD HEART WHITE CHOCOLATE,5,2011,53.55
23142,IVORY WIRE KITCHEN ORGANISER,4,2011,31.200000000000003
21689,SILVER VANILLA  FLOWER CANDLE POT,10,2011,63.75
20748,KENSINGTON COFFEE SET,10,2011,51.0
90191,SILVER LARIAT 40CM,10,2011,57.95
22543,MINI JIGSAW BAKE A CAKE,10,2011,97.74
23234,BISCUIT TIN VINTAGE CHRISTMAS,11,2011,852.5899999999999
23517,EMBROIDERED RIBBON REEL REBECCA,11,2011,141.60999999999999
85180A,RED HEARTS LIGHT CHAIN,9,2011,51.150000000000006
21218,RED SPOTTY BISCUIT TIN,12,2011,56.25
23256,CHILDRENS CUTLERY SPACEBOY,11,2011,1328.5
22550,HOLIDAY FUN LUDO,11,2011,292.3
21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2011,390.78
23284,DOORMAT KEEP CALM AND COME IN,12,2011,1305.58
21058,PARTY INVITES WOODLAND,11,2011,28.9
22413,METAL SIGN TAKE IT OR LEAVE IT,12,2011,3996.7
85099F,JUMBO BAG STRAWBERRY,12,2011,565.18
23487,SWEET HEART CAKE CARRIER,12,2011,29.849999999999998
85089,CANDY SPOT BUNNY,11,2011,11.8
21990,MODERN FLORAL STATIONERY SET,11,2011,405.53999999999996
21485,RETROSPOT HEART HOT WATER BOTTLE,12,2011,771.14
21955,DOORMAT UNION JACK GUNS AND ROSES,2,2011,317.85
48185,DOORMAT FAIRY CAKE,3,2011,1219.35
M,MANUAL,4,2011,10108.5
22473,TV DINNER TRAY VINTAGE PAISLEY,1,2011,337.49999999999994
22713,CARD I LOVE LONDON,2,2011,133.92
21181,PLEASE ONE PERSON METAL SIGN,3,2011,2509.140000000001
22979,PANTRY WASHING UP BRUSH,3,2011,1057.35
22776,SWEETHEART CAKESTAND 3 TIER,4,2011,711.45
22989,SET 2 PANTRY DESIGN TEA TOWELS,3,2011,1506.45
21383,PACK OF 12 STICKY BUNNIES,3,2011,132.6
22072,RED RETROSPOT TEA CUP AND SAUCER,3,2011,346.47
21770,OPEN CLOSED METAL SIGN,4,2011,391.05
20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,2011,211.25
20652,BLUE POLKADOT LUGGAGE TAG,2,2011,15.0
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,4,2011,30.599999999999998
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,1,2011,330.00000000000006
21537,RED RETROSPOT PUDDING BOWL,3,2011,225.25
72133,COLUMBIAN CANDLE RECTANGLE,1,2011,5.0
22659,LUNCH BOX I LOVE LONDON,2,2011,1342.05
21591,COSY HOUR CIGAR BOX MATCHES,3,2011,27.5
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,3,2011,168.00000000000003
72800C,4 PINK DINNER CANDLE SILVER FLOCK,12,2010,2.55
90200E,GREEN SWEETHEART BRACELET,12,2010,72.25
20684,STRAWBERRY DREAM CHILDS UMBRELLA,2,2011,61.75
22051,BLUE SCANDINAVIAN PAISLEY WRAP,3,2011,42.0
22975,SPACEBOY CHILDRENS EGG CUP,1,2011,201.25
21658,GLASS  BEURRE DISH,1,2011,512.6800000000001
16156S,WRAP PINK FAIRY CAKES,2,2011,115.5
20828,GLITTER BUTTERFLY CLIPS,3,2011,335.4
22801,ANTIQUE GLASS PEDESTAL BOWL,2,2011,135.0
85177,BASKET OF FLOWERS SEWING KIT,3,2011,47.599999999999994
21464,DISCO BALL ROTATOR BATTERY OPERATED,1,2011,38.25
85053,FRENCH ENAMEL CANDLEHOLDER,4,2011,138.60000000000002
21866,UNION JACK FLAG LUGGAGE TAG,4,2011,41.47
21360,JOY LARGE WOOD LETTERS,12,2010,39.8
20846,ZINC HEART LATTICE T-LIGHT HOLDER,12,2010,30.0
22965,3 TRADITIONAL COOKIE CUTTERS  SET,1,2011,266.40000000000003
72232,FENG SHUI PILLAR CANDLE,2,2011,262.2
22189,CREAM HEART CARD HOLDER,4,2011,1026.81
22129,PARTY CONES CANDY TREE DECORATION,1,2011,27.48
79403,FROSTED WHITE BASE,3,2011,18.7
85008,SET OF 3 CONEY ISLAND OVAL BOXES,12,2010,29.700000000000003
37479B,CUBIC MUG FLOCK BLUE ON BROWN,3,2011,6.839999999999999
22859,EASTER TIN BUNNY BOUQUET,1,2011,293.7
22297,HEART IVORY TRELLIS SMALL,4,2011,295.44
22300,COFFEE MUG DOG + BALL DESIGN,2,2011,218.39999999999998
21984,PACK OF 12 PINK PAISLEY TISSUES,7,2011,82.64999999999998
23263,SET OF 3 WOODEN HEART DECORATIONS,8,2011,528.75
22292,HANGING CHICK  YELLOW DECORATION,4,2011,226.20000000000002
23077,DOUGHNUT LIP GLOSS,5,2011,775.0
23321,SMALL WHITE HEART OF WICKER,8,2011,1152.2
22210,WOOD STAMP SET BEST WISHES,6,2011,48.13999999999999
20974,12 PENCILS SMALL TUBE SKULL,6,2011,491.4000000000001
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,7,2011,51.0
23109,PACK OF SIX LED TEA LIGHTS,7,2011,487.58
85163B,BLACK BAROQUE WALL CLOCK,6,2011,38.25
21891,TRADITIONAL WOODEN SKIPPING ROPE,8,2011,716.9
47566B,TEA TIME PARTY BUNTING,5,2011,2013.1499999999999
23089,GLASS BON BON JAR,7,2011,225.29999999999998
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,5,2011,198.75
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,6,2011,124.98000000000002
23230,WRAP ALPHABET DESIGN,4,2011,335.5
22418,10 COLOUR SPACEBOY PEN,6,2011,501.47999999999996
22342,HOME GARLAND PAINTED ZINC,7,2011,63.0
37448,CERAMIC CAKE DESIGN SPOTTED MUG,5,2011,86.42
21774,DECORATIVE CATS BATHROOM BOTTLE,5,2011,7.5
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,7,2011,204.26
21812,GARLAND WITH HEARTS AND BELLS,6,2011,29.700000000000003
21577,SAVE THE PLANET COTTON TOTE BAG,6,2011,135.0
21327,SKULLS WRITING SET,5,2011,52.79999999999999
21578,WOODLAND DESIGN  COTTON TOTE BAG,8,2011,261.0
20622,VIPPASSPORT COVER,5,2011,16.8
21850,BLUE  DIAMANTE PEN IN GIFT BOX,6,2011,4.95
23187,FRENCH STYLE STORAGE JAR BONBONS,6,2011,34.56
23548,WRAP MAGIC FOREST,7,2011,84.0
22679,FRENCH BLUE METAL DOOR SIGN 4,6,2011,80.0
84849A,HELLO SAILOR BLUE SOAP HOLDER,6,2011,20.28
21246,RED RETROSPOT BIG BOWL,6,2011,94.05000000000001
23137,ZINC WIRE SWEETHEART LETTER TRAY,7,2011,15.0
22990,COTTON APRON PANTRY DESIGN,7,2011,133.65
47567B,TEA TIME KITCHEN APRON,5,2011,101.15
22266,EASTER DECORATION HANGING BUNNY,9,2011,18.240000000000002
21828,EIGHT PIECE SNAKE  SET,10,2011,62.5
22306,SILVER MUG BONE CHINA TREE OF LIFE,9,2011,265.8
20828,GLITTER BUTTERFLY CLIPS,10,2011,135.14999999999998
22829,SWEETHEART WIRE WALL TIDY,9,2011,147.6
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,10,2011,435.0400000000001
23013,GLASS APOTHECARY BOTTLE TONIC,9,2011,706.45
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,11,2011,234.51999999999998
23223,CHRISTMAS TREE HANGING SILVER,11,2011,211.81
23204,CHARLOTTE BAG APPLES DESIGN,11,2011,632.4999999999999
21524,DOORMAT SPOTTY HOME SWEET HOME,11,2011,1115.1
21704,BAG 250G SWIRLY MARBLES,9,2011,309.29999999999995
21666,RIDGED GLASS T-LIGHT HOLDER,11,2011,52.0
22161,HEART DECORATION RUSTIC HANGING,9,2011,97.43000000000002
22477,WATERING CAN GARDEN MARKER,10,2011,22.5
23421,PANTRY HOOK SPATULA,9,2011,124.8
21135,VICTORIAN  METAL POSTCARD SPRING,9,2011,135.20000000000002
21902,"KEY FOB , FRONT  DOOR",10,2011,59.16
47518F,ICON PLACEMAT POP ART ELVIS,11,2011,9.24
22708,WRAP DOLLY GIRL,10,2011,136.5
21260,FIRST AID TIN,8,2011,84.5
21804,WHITE CHRISTMAS GARLAND STARS TREES,11,2011,413.52
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,10,2011,76.15
22738,RIBBON REEL SNOWY VILLAGE,11,2011,605.46
22522,CHILDS GARDEN FORK BLUE,8,2011,15.299999999999999
37495,FAIRY CAKE BIRTHDAY CANDLE SET,11,2011,136.2
22174,PHOTO CUBE,8,2011,59.39999999999999
22043,CHRISTMAS CARD SCREEN PRINT,10,2011,66.12
84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011,323.85999999999996
22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,2011,94.28
90014C,SILVER AND BLACK ORBIT NECKLACE,11,2011,2.95
23340,VINTAGE CHRISTMAS CAKE FRILL,12,2011,84.14999999999999
23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011,100.4
21498,RED RETROSPOT WRAP,12,2011,157.5
90199C,5 STRAND GLASS NECKLACE CRYSTAL,11,2011,25.4
21643,ASSORTED TUTTI FRUTTI MIRROR,11,2011,118.82000000000001
84509G,SET OF 4 FAIRY CAKE PLACEMATS,11,2011,67.5
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,12,2011,50.7
21718,RED METAL BEACH SPADE,11,2011,42.42
85049C,ROMANTIC PINKS RIBBONS,12,2011,21.25
90019C,SILVER BLACK ORBIT BRACELET,11,2011,4.95
47504H,ENGLISH ROSE SPIRIT LEVEL,11,2011,116.38
22697,GREEN REGENCY TEACUP AND SAUCER,2,2011,1519.85
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2,2011,29.25
22715,CARD WEDDING DAY,2,2011,50.4
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,12,2010,182.45
10002,INFLATABLE POLITICAL GLOBE,1,2011,286.45000000000005
84946,ANTIQUE SILVER TEA GLASS ETCHED,3,2011,687.71
22499,WOODEN UNION JACK BUNTING,2,2011,725.9000000000001
21439,BASKET OF TOADSTOOLS,3,2011,150.0
82580,BATHROOM METAL SIGN,1,2011,216.06000000000003
22089,PAPER BUNTING VINTAGE PAISLEY,4,2011,342.20000000000005
85203,HANGING WOOD AND FELT BUTTERFLY,3,2011,33.6
47420,ASSORTED COLOUR SUCTION CUP HOOK,12,2010,9.500000000000002
22965,3 TRADITIONAL BISCUIT CUTTERS  SET,2,2011,140.7
22180,RETROSPOT LAMP,2,2011,129.35
21231,SWEETHEART CERAMIC TRINKET BOX,3,2011,395.0
22283,6 EGG HOUSE PAINTED WOOD,4,2011,294.15
21240,BLUE POLKADOT CUP,1,2011,368.28000000000003
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,2,2011,10.2
22416,SET OF 36 DOILIES SPACEBOY DESIGN,2,2011,255.4
22927,GREEN GIANT GARDEN THERMOMETER,12,2010,226.10000000000002
20682,RED RETROSPOT CHILDRENS UMBRELLA,12,2010,292.5
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,3,2011,1.7
22115,METAL SIGN EMPIRE TEA,12,2010,85.55000000000001
22662,LUNCH BAG DOLLY GIRL DESIGN,1,2011,280.5
22748,POPPY'S PLAYHOUSE KITCHEN,2,2011,492.9
22175,PINK OWL SOFT TOY,12,2010,73.75
85186A,EASTER BUNNY GARLAND OF FLOWERS,3,2011,159.6
22363,GLASS JAR MARMALADE,1,2011,326.65
21277,FRENCH STYLE EMBOSSED HEART CABINET,1,2011,43.9
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,1,2011,10.2
21462,"NURSERY A,B,C PAINTED LETTERS",1,2011,33.75
22287,"DECORATION , WOBBLY CHICKEN, METAL",2,2011,29.699999999999996
21065,BOOM BOX SPEAKER GIRLS,3,2011,23.8
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2,2011,120.69
20702,PINK PADDED MOBILE,1,2011,46.75
20751,FUNKY WASHING UP GLOVES ASSORTED,4,2011,178.5
40001,WHITE BAMBOO RIBS LAMPSHADE,7,2011,76.56
23109,LED TEA LIGHTS,5,2011,808.3699999999999
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,7,2011,2513.5000000000005
21556,CERAMIC STRAWBERRY MONEY BOX,6,2011,45.89999999999999
21905,MORE BUTTER METAL SIGN,5,2011,35.7
23084,RABBIT NIGHT LIGHT,5,2011,2159.6200000000003
22686,FRENCH BLUE METAL DOOR SIGN NO,6,2011,62.5
21981,PACK OF 12 WOODLAND TISSUES,7,2011,85.54999999999998
21245,GREEN POLKADOT PLATE,8,2011,89.57
22627,MINT KITCHEN SCALES,7,2011,442.0
16161G,WRAP BAD HAIR DAY,5,2011,7.5
22755,SMALL PURPLE BABUSHKA NOTEBOOK,5,2011,120.68999999999997
22770,MIRROR CORNICE,8,2011,119.6
21756,BATH BUILDING BLOCK WORD,6,2011,437.25
21205,MULTICOLOUR 3D BALLS GARLAND,7,2011,71.39999999999999
23151,ZINC SWEETHEART SOAP DISH,7,2011,17.43
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,4,2011,216.75
21128,GOLD FISHING GNOME,5,2011,82.35000000000001
22928,YELLOW GIANT GARDEN THERMOMETER,7,2011,89.25
21220,SET/4 BADGES DOGS,6,2011,15.0
22472,TV DINNER TRAY DOLLY GIRL,7,2011,4.95
22365,DOORMAT RESPECTABLE HOUSE,8,2011,426.1
22530,MAGIC DRAWING SLATE DOLLY GIRL,7,2011,25.2
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,7,2011,18.6
22931,BAKING MOULD HEART WHITE CHOCOLATE,6,2011,84.14999999999999
23112,PARISIENNE CURIO CABINET,8,2011,454.8
23174,REGENCY SUGAR BOWL GREEN,9,2011,1390.1000000000001
22306,SILVER MUG BONE CHINA TREE OF LIFE,10,2011,358.44000000000005
21617,4 LILY  BOTANICAL DINNER CANDLES,10,2011,160.0
22582,PACK OF 6 SWEETIE GIFT BOXES,10,2011,214.06
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,11,2011,2515.9400000000005
23039,T-LIGHT HOLDER SILVER HEART HANDLE,9,2011,15.6
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,10,2011,344.5
22952,60 CAKE CASES VINTAGE CHRISTMAS,10,2011,1907.25
21175,GIN + TONIC DIET METAL SIGN,9,2011,2462.6700000000005
21012,ANTIQUE ALL GLASS CANDLESTICK,10,2011,102.18
20764,ABSTRACT CIRCLES SKETCHBOOK,9,2011,37.5
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,9,2011,665.0
23355,HOT WATER BOTTLE KEEP CALM,11,2011,9435.75
82483,WOOD 2 DRAWER CABINET WHITE FINISH,10,2011,1278.0400000000002
22207,FRYING PAN UNION FLAG,11,2011,623.62
23332,IVORY WICKER HEART LARGE,11,2011,881.0999999999999
21755,LOVE BUILDING BLOCK WORD,10,2011,683.8
79190D,RETRO PLASTIC DAISY TRAY,9,2011,15.12
21618,4 WILDFLOWER BOTANICAL CANDLES,8,2011,3.75
21623,VINTAGE UNION JACK MEMOBOARD,9,2011,626.9
21504,SKULLS GREETING CARD,9,2011,91.44
23485,BOTANICAL GARDENS WALL CLOCK,10,2011,3678.4
